geneID	Compound_A_Low	Compound_A_Mid	Compound_A_High
100362324	-1.06631363	-2.167488738	-2.596730672
100362331	0.809308206	-1.3160557	0.297843244
100362342	1.160893965	-0.034948579	1.103887155
100362346	-0.248152629	-0.711823021	0.937181103
100362347	2.323169753	4.822408142	4.006277754
100362418	-0.50449636	0.934714474	0.071257302
100362431	0.957301067	4.497205745	3.559618955
100362458	0.112689378	-0.652459992	-1.080811009
100362471	0.427730962	-0.532064567	-0.144382379
100362495	-0.687407444	0.207778478	0.098203228
100362547	1.074361738	0.537827741	2.010282967
100362548	-0.887599163	-0.764910796	-0.912798763
100362555	1.601102463	0.860806545	0.657878211
100362572	1.4763011	1.194320882	-1.841933528
100362601	0.368799526	0.569028515	-0.385974968
100362606	0.70273143	1.007799463	-1.229057938
100362634	0.839316064	-0.022082698	-1.162120255
100362676	1.690821146	1.755902329	1.898818009
100362678	0.097989989	-0.24933002	-1.041051709
100362725	-0.265377879	-0.740251464	-1.341733575
100362733	1.141397834	0.925349647	0.890731109
100362764	0.155087726	0.743482132	0.089556298
100362785	-0.479747332	-1.232650664	-1.063663717
100362805	-1.221328743	-1.623315607	0.942008616
100362814	0.86987487	0.99359589	0.649407132
100362817	0.670738498	1.882941352	-0.321302171
100362819	0.289739663	1.418753965	-0.439775799
100362836	-0.534291189	-0.729871097	1.189314281
100362915	0.6630197	0.293206119	0.759902662
100362922	-0.48515198	0.773563216	-0.053296912
100362940	-0.43016706	-1.891482928	-0.070359685
100363065	1.218933965	1.440697745	-0.08558609
100363145	-0.077732398	-1.013542463	0.010588949
100363146	-0.23343316	0.15168976	-0.277598505
100363171	-0.851793845	-0.488222631	-0.978729278
100363236	-0.674097038	0.005468524	-0.635088675
100363253	-0.739240001	-1.553159531	-0.600653502
100363266	-0.843753492	0.152786441	-0.928888091
100363275	2.838159916	1.601968845	1.285903377
100363276	0.440366106	0.203410955	1.048559512
100363310	1.698780607	2.954209011	3.399732294
100363314	-0.043731621	0.244321555	-0.095297943
100363332	0.944391408	-0.484982146	0.209861446
100363344	-0.693825902	0.850235129	1.423360921
100363350	1.784098779	0.303573475	0.305576135
100363361	-0.568579675	-0.74120686	-0.691560919
100363368	-0.107124174	0.547979776	0.601364344
100363376	-0.089860343	-1.01992859	-0.382852328
100363423	0.429907575	1.956595878	-0.129146304
100363521	2.17000209	0.959784557	-1.267494584
100363539	1.608684741	0.591134972	1.475120201
100364027	1.03523335	0.229346707	-0.093641413
100364165	-0.73482697	-0.792388549	-1.638096641
100364240	-1.724664849	-1.290383158	-2.510406658
100364568	0.786823452	-0.249171345	-0.421327868
100364984	0.073273461	-0.435216538	0.521125803
100365008	0.220172452	-0.066195087	-0.400026834
100365089	0.977546793	1.033554755	0.710762731
100365370	0.699485588	0.991161078	1.677725439
100365450	0.263929353	-0.030689833	0.375770769
100365504	0.567005389	0.585100966	0.827734187
100365542	-0.735924501	-0.640880157	0.228654841
100365779	0.062933339	-0.219776601	1.5221446
100365872	1.34184478	2.854930797	0.863775205
100365921	1.60516672	0.625429137	-0.652265892
100366024	0.394282209	0.280061533	0.110529917
100366030	-0.569346626	1.371159737	-0.156655927
100366121	-0.437830385	-0.836154792	-0.941278666
100366216	2.018201539	2.240814909	6.395920536
100366237	0.089068675	1.35652554	1.365330188
100526644	1.974478005	1.484602954	0.64140174
100529260	0.045248777	0.005944622	0.029306983
100568448	0.081398503	0.650149377	0.908161082
100909396	-0.004692465	1.366567074	-0.346374192
100909405	0.399193114	1.753074167	0.293835041
100909409	-1.340942626	-0.167304597	1.293291391
100909490	1.364143757	0.645869856	0.280504132
100909537	-0.104937814	-1.756641285	-0.201336093
100909539	0.43585764	0.265263929	0.27728662
100909559	1.360675752	0.395029382	0.614584888
100909597	-0.94115727	0.187357427	-0.200185082
100909598	1.425408154	2.858825579	1.707451092
100909629	-0.90052651	-0.072616795	1.091132111
100909637	1.304867005	1.412050793	2.081419298
100909675	0.503726018	-0.619741329	0.349961342
100909684	-0.560773195	0.036789925	-1.604075279
100909701	-0.775799783	0.089897483	-2.252204736
100909729	0.667105418	1.774860554	0.93238037
100909739	1.086945225	0.649572247	0.822322358
100909776	0.47873244	0.710927442	2.378018707
100909793	-0.053567898	0.683846373	-1.791708736
100909803	0.368315983	0.308640774	-0.263390821
100909810	-0.110755661	0.662250816	1.247247158
100909830	-0.300831364	-0.147715473	0.000582036
100909860	1.070304918	0.713627398	0.927003753
100909866	-0.142030002	1.166380031	0.234091047
100909886	-0.967610621	-0.897824149	-0.907463186
100909904	1.079118927	0.554000949	-0.725343361
100909912	1.420129715	0.521947776	1.781743163
100909928	0.021527336	-0.283178486	-1.803642285
100909946	-0.789316061	0.970480427	1.044837865
100909970	-1.325542459	0.165576247	-0.407286088
100910007	0.980607713	0.527978403	1.040121681
100910021	-1.335690594	-0.206590543	0.661487506
100910046	0.720766748	1.149737986	1.59806633
100910054	0.438584119	1.046355549	-0.549844832
100910104	1.249229474	1.543393303	1.024252034
100910189	0.000430054	1.663395949	1.234609905
100910198	1.048072689	0.8815283	1.340771413
100910201	-0.119442222	0.47858355	0.620645065
100910237	0.736126627	-0.617043869	0.792443051
100910286	0.887080854	0.581574899	1.395054981
100910304	0.957623284	0.753350018	0.116279431
100910319	-0.909026671	0.086333622	0.071361159
100910342	-0.12456525	0.355516356	0.181619955
100910424	-0.482867016	-0.212745889	-1.88289662
100910434	0.296277552	0.566265953	-1.6774786
100910460	0.240925578	-0.120194713	-1.338891256
100910506	-2.387220605	-0.651177573	-1.353782896
100910508	-0.403930167	-0.753530575	-0.840852913
100910524	-0.141554406	0.047547834	-0.586156531
100910536	1.084384025	0.289242633	0.332659034
100910554	-0.102232452	-0.557698855	0.281733516
100910558	0.816373414	-0.589286466	0.865760408
100910596	0.27996019	2.248628959	0.907609181
100910650	2.092313794	0.054278607	-0.005168486
100910669	-0.217307292	0.150847493	1.622082397
100910729	1.453505222	-1.30237659	0.759523193
100910745	0.78527446	0.146704033	2.247964107
100910753	0.671510195	-0.312664073	-0.804035376
100910774	0.609481345	-1.663181558	1.032561405
100910792	0.808409574	0.355745629	0.628120116
100910797	1.390608771	2.159219389	0.233715682
100910821	0.824504773	1.299262057	-1.396599168
100910823	-0.198523797	0.302293619	-0.494490118
100910827	-0.665097166	-0.450084009	0.560094336
100910839	-1.107182852	-0.628902507	0.622632601
100910864	-1.326567534	-0.646429608	0.067421155
100910867	1.150828423	0.377092584	1.148191203
100910885	1.096781434	0.444747391	0.214940449
100910940	2.190062013	2.753308398	2.528751238
100910949	-0.01036758	-0.667691666	-2.052103957
100910970	0.08257306	-1.171588703	-0.692448729
100910973	2.974159047	4.131268676	9.425312723
100910996	2.286008588	1.159346153	0.207315437
100911033	-2.154450074	1.790051674	-2.430361647
100911038	-1.46325137	-0.303072674	0.733185113
100911077	1.573433236	-0.857350501	1.548589666
100911177	0.902749016	0.334347782	2.687725225
100911193	-1.136972928	0.014042316	-1.84780406
100911196	-0.265818788	-2.821263256	-1.312785068
100911221	-2.316299555	-0.178690824	-0.561732424
100911235	0.925604935	1.194236872	0.710548633
100911251	-0.052666196	1.005527058	-0.286175223
100911253	-0.964300561	0.53309539	-0.739897137
100911266	-0.214604435	-0.366782641	-0.357526433
100911353	-2.09377216	-0.610312147	-3.849333844
100911357	-0.999275944	0.387378185	0.525048756
100911360	0.430722519	-0.617090572	0.18922608
100911379	0.403310856	0.923530384	1.816072618
100911432	0.175870075	0.228811568	0.390991723
100911483	1.766525847	1.329994997	-0.341534824
100911498	-0.446164293	-0.03949659	0.60904948
100911506	2.355662823	0.945397519	1.265936901
100911508	-0.259946704	-0.264670012	-0.500355757
100911522	-0.556352156	0.708384895	-0.319320125
100911534	-0.089696771	0.294809732	-2.04007173
100911553	1.060035783	0.613408845	2.10610407
100911572	0.803275305	1.258939796	-1.336611377
100911574	0.483747029	0.017363794	1.44368165
100911627	1.102036241	2.361057173	0.270020733
100911652	-1.724596833	-1.178250535	0.552633037
100911669	-2.865596204	-0.740642092	-0.203874822
100911717	0.254705349	1.681408159	0.310807924
100911719	0.89748796	0.952467006	-0.76145657
100911740	-0.220918715	1.089781657	1.476950796
100911757	0.361529398	-1.560356325	0.423315576
100911806	0.485734178	1.467831431	-0.082787638
100911831	-1.085652107	-1.049503842	1.264510825
100911851	0.238897662	-0.02833106	1.881517221
100911864	0.612741536	1.034682838	-0.064843997
100911865	0.608435232	1.321815396	0.257855412
100911887	0.09080386	1.863256882	0.610472624
100911946	0.234127005	-0.744183819	-0.213328164
100911950	-0.098773787	0.124598451	-0.862415436
100911962	-0.454038312	2.316218974	2.118773834
100911970	1.667184755	-0.170009536	1.93442286
100911990	0.236296216	-0.020432513	-1.035235752
100911992	1.385609749	1.235490455	1.691620938
100912002	1.537851539	0.666003179	1.176301747
100912003	0.136937885	-1.197926924	-0.236241063
100912012	-0.356346706	-2.123036226	-1.533759248
100912031	-1.000201994	-2.135088203	-4.822661443
100912032	0.742279406	-1.678803744	-0.653095122
100912041	0.990530648	-0.304977671	-0.687526294
100912083	-0.480695151	-0.26982391	0.321310964
100912084	-0.293643317	2.097074302	-0.75131046
100912093	-0.707454147	-1.194664358	-1.966672217
100912108	0.469308509	0.781393556	1.334487955
100912115	-0.646794396	-0.736253676	-1.790338792
100912140	-0.666188497	-0.408911134	-1.434084189
100912141	0.302915385	0.845850813	0.778320827
100912143	0.303296156	1.862022429	0.604107516
100912151	-0.162566859	-0.539180183	-0.09908574
100912167	-0.434912486	0.634771932	0.256479271
100912188	-1.071796485	-1.792997133	0.590922618
100912202	0.982862283	1.079282072	0.818754585
100912209	1.025339699	1.015536863	1.340129608
100912214	0.660177815	0.796406239	1.773619014
100912216	-0.247243715	-1.283983663	-0.195104742
100912227	0.108282593	-0.221673229	0.391337478
100912235	0.663839953	1.585733676	1.181509489
100912247	1.444211137	0.994600737	2.308710031
100912248	2.210016673	2.831374555	2.032129514
100912286	-0.639621784	-2.080160055	-0.885645332
100912305	-0.523457275	1.21993475	0.440818133
100912310	-1.500888401	-2.196680425	-1.133620293
100912353	-0.795087682	0.596104562	1.73303361
100912357	0.121055075	-0.004871544	0.385973286
100912373	-0.573085672	-0.537279817	-1.123611055
100912447	-2.634030065	-1.935092336	-0.210936281
100912459	2.756882098	1.283510862	0.411463062
100912473	-1.171963232	0.905818252	-0.825713
100912483	-0.375265112	-0.314597247	-1.742156833
100912503	-0.318367097	0.674412578	1.006441728
100912510	-1.838388934	-1.908949508	-1.122362433
100912517	0.004079445	0.660509143	0.061557019
100912521	-0.132169938	0.330696359	1.798703829
100912525	-0.575126367	-1.677037483	-1.413811766
100912536	-2.001870501	-0.643200285	-1.95362196
100912577	-1.098421794	-0.262214951	0.114577435
100912602	1.081625112	0.871962604	-1.665017519
100912606	0.480733061	0.010608668	1.058115628
100912617	-0.210183194	0.093283602	0.130634205
100912622	-0.354941314	3.359818086	0.469130544
100912629	0.738203275	-1.49187134	-0.272328509
100912649	0.521704846	0.123676681	-0.270415946
100912695	-0.727085985	-1.038150256	-2.912520207
100912849	-1.043376472	-0.321696998	-0.473619237
100912936	1.336674905	1.005899829	2.284791784
100912964	0.125706354	-0.687613953	1.493553164
100912991	1.665031714	1.423652487	2.215266882
101241893	1.144022254	1.983238626	1.745755924
102546400	-0.732561656	-2.618621956	-0.403759078
102546420	1.39566313	1.172554935	0.484297074
102546432	0.920580649	1.301782965	2.047743007
102546433	1.122733186	3.173424469	0.719742886
102546547	1.191461856	0.390493465	-0.142839948
102546557	0.877355184	1.046429213	-0.000948406
102546572	-0.615055653	0.438382065	0.76211103
102546599	0.654754385	1.656662556	-0.507756655
102546688	-0.859126673	0.261349512	-1.569769568
102546740	0.295158853	0.157279782	-1.1548529
102546784	1.938219193	0.133039951	0.391790787
102546809	-3.067921879	-1.914496356	-1.438326852
102546810	0.850528441	1.878692433	2.395703387
102546843	-0.196877154	0.580169321	-0.309185626
102546864	0.416778552	1.272306359	3.293438378
102546892	-0.064530682	-1.922403303	-0.273183931
102546943	0.227297813	-0.747614593	-1.007751577
102546975	-1.158791486	-0.808215483	0.096740923
102546992	1.576446736	2.1441357	2.406224635
102547047	1.011073338	-0.274966291	0.064768395
102547059	-0.790855688	-0.237808009	-0.980492637
102547113	-0.034519561	-0.056743704	0.592141385
102547155	1.074914734	0.494188049	0.663835202
102547184	0.979966631	1.463014539	1.704965157
102547242	-1.048779475	0.219177988	-0.622330919
102547254	-0.0541841	0.389687699	0.720936002
102547290	1.268794976	-0.323433402	0.480370444
102547294	0.714027192	1.48002942	-1.067191599
102547298	1.225062193	0.888809594	0.054073761
102547322	-0.664236187	0.700272066	0.536059658
102547352	0.091836213	0.497695507	0.919403569
102547353	-0.067361247	0.357329189	0.799851686
102547411	1.184710901	1.754288852	0.531339216
102547455	1.878274838	0.799656843	1.182992497
102547503	-2.27479555	2.690935331	-0.206742379
102547573	-0.951127221	0.870307388	0.249936396
102547600	1.801666753	1.822122129	0.745155288
102547664	-0.749932018	-0.650538385	-0.714257298
102547686	0.189394261	-2.053913261	-1.508314617
102547700	0.899325302	0.453771519	-0.596517911
102547703	-0.504160961	0.103658359	-2.201781644
102547720	-1.012406989	-0.276037891	-2.298584156
102547830	-0.790441403	1.060230003	1.021563032
102547892	0.661226348	0.778108366	0.253741512
102547901	0.106979919	-1.249034699	-1.10214889
102547903	-1.71198911	0.4226601	-2.703341623
102547932	-0.51597167	-0.456091766	-1.196047395
102547955	0.666035084	-0.226722868	-0.20237531
102547986	-1.069170048	-1.408645332	1.624163956
102547990	1.421440285	0.604110448	1.072576214
102548019	-0.204909476	-0.371902257	0.731811403
102548022	0.560268848	1.28479364	0.563998429
102548026	0.035784414	0.080610608	-0.99016221
102548046	0.986199814	1.16508834	1.147569427
102548047	1.427370916	1.326209323	2.129654662
102548146	0.386627008	-0.019363251	-0.822020418
102548199	0.45597492	-0.603784418	0.67704466
102548205	0.767106362	0.968816656	-0.467201502
102548228	-0.690186716	1.605008832	1.171308544
102548231	0.667348431	0.586211991	1.184878695
102548260	-1.093227042	-0.116685467	0.293386691
102548267	-0.575501493	-0.927945443	1.310448356
102548300	-0.535511267	-0.464109867	-2.064227101
102548331	0.753955406	-1.740975006	-0.965173554
102548374	-0.236150493	1.056108515	-0.383006855
102548389	-1.975536925	-0.628208275	-0.051853154
102548409	0.480720335	0.031061108	1.958674285
102548459	0.31802384	0.303565668	0.476175074
102548472	-0.611642104	-0.685663104	-0.874414977
102548489	-0.76794297	-0.487394503	0.34298167
102548514	-0.43267012	1.388970362	0.646767041
102548532	1.353730878	0.935399872	2.117142203
102548586	0.035579171	1.365138587	-0.054970938
102548592	0.521116798	-0.572947225	-0.145390753
102548596	-2.811184473	0.086205442	-0.505212955
102548682	2.18945487	1.050511628	-0.382799775
102548694	-0.151135956	-0.124407034	-0.771532593
102548702	-0.032892022	0.915477877	1.66190962
102548740	0.967397841	0.320283895	-3.239899889
102548746	1.790865145	2.726443621	-1.297162055
102548758	-1.39606204	-0.635869374	-0.444657112
102548785	1.185244704	0.298575261	2.688502617
102548822	-1.200835036	-0.710250126	-2.58819122
102548848	-0.701964739	0.639551199	-0.548809352
102548876	0.930068688	0.394277491	-2.619619993
102548917	0.203486443	0.124345263	-0.455540876
102548944	0.127813429	-0.692229038	-1.183731819
102548988	-1.522831419	-0.856895042	-1.343400993
102549016	0.0090515	-0.504794427	0.214386997
102549032	-0.076868107	0.770878941	-0.422196152
102549042	1.749578927	1.138377268	0.926077564
102549076	-0.495400382	1.612954958	0.498578463
102549097	0.586852965	2.465303593	0.304137179
102549197	0.032776405	0.945653919	1.025135588
102549198	0.385188285	0.608327915	-1.026077002
102549203	1.347054569	0.436779756	-0.608849228
102549264	-0.295652997	0.029789705	-1.219456454
102549269	-0.749887428	0.92363519	0.525104643
102549282	1.000963719	0.807529768	-1.02936902
102549303	-0.354921798	0.431777444	-0.451761944
102549328	0.280129072	-0.181520414	-0.545085796
102549347	0.201317312	1.750129422	-0.26972802
102549355	0.678841	2.217126125	-0.441295071
102549407	-0.197024861	-0.237918304	-0.953817134
102549483	0.82251461	1.22858091	0.143426128
102549521	0.996955627	0.677621793	2.01604947
102549552	-1.058449769	0.069548139	-1.717253226
102549553	-0.100489023	0.505971019	0.433372302
102549608	0.546313994	1.098002317	-0.10292372
102549710	0.22331641	-0.508918892	-2.864978294
102549726	0.68143019	1.224631998	1.652932654
102549836	1.219648867	0.164084522	0.324643747
102549880	-0.736829221	1.136863135	3.080395757
102549942	-0.659657741	-1.027999612	-2.162670976
102550045	-0.089207905	-1.097462441	0.666155692
102550189	0.704711834	-3.483923134	-0.568087591
102550203	0.49990889	-0.562267858	0.820836552
102550246	-0.629952242	0.491343379	0.013540898
102550290	-0.754587153	0.963003145	0.814312067
102550324	0.437557797	-0.724514589	0.172957699
102550325	-0.245771366	0.547266045	1.553743977
102550331	0.527492767	0.679223971	0.559135924
102550344	0.582247316	-0.311855551	-1.144653441
102550354	-0.665424369	-0.652132077	-0.505878505
102550366	1.132610776	0.374514364	0.670123918
102550385	0.057731427	1.774389738	-0.204376756
102550392	0.476243747	-0.605569256	-2.464752779
102550394	-0.74823195	0.248558287	-0.892384678
102550403	0.294940531	-0.485714382	-0.550603491
102550503	-1.027838442	0.834896349	-1.296028784
102550510	0.495659197	-0.990003616	-0.26336375
102550543	-1.351586978	1.643522439	-1.700377741
102550580	0.708359513	-0.621480001	-0.045210694
102550606	0.696378886	-0.268479079	-2.396304302
102550621	1.058119566	1.162262508	2.172966793
102550682	-0.459847624	0.164887146	1.200967293
102550695	0.537185209	-0.046898672	-0.945453652
102550699	1.195036052	0.520727379	2.094014921
102550729	-0.381413032	-0.450232043	-0.066109128
102550747	-1.01498877	0.019554514	-0.291824617
102550781	1.38756863	0.233799849	-0.412105906
102550824	0.537650891	-2.123500587	-3.316359031
102550863	-0.996253416	0.60425565	0.39292146
102550895	0.860533154	-0.959805995	0.275642965
102550903	1.116241045	1.459557031	1.409289362
102550950	-0.053221089	-0.702136901	-0.047085845
102550987	-0.428668823	-0.318029805	-0.356629036
102550999	1.005119736	0.386758033	-0.335748927
102551009	-0.153293849	-0.202718139	0.941158732
102551017	0.557048484	0.917178742	-0.217609234
102551085	-0.880140813	-0.139404274	0.04542803
102551114	0.379957464	0.881064373	1.138314197
102551129	-0.442441896	-0.225971479	0.168841362
102551140	-0.911498295	-1.556198144	-0.501573636
102551211	0.405718061	0.790178213	-0.70328997
102551251	-0.911382176	-1.772051231	-0.414040399
102551340	0.179185526	0.101480878	-3.08497446
102551360	0.913466262	0.179496297	0.271539026
102551387	-0.95532999	-1.185725846	-1.429130304
102551435	0.298953292	0.156549381	0.018869611
102551473	0.91612898	-0.415102453	-1.08904392
102551541	1.328642464	0.388707515	2.039486986
102551546	1.097221519	1.079138409	0.281512776
102551615	0.093524964	1.228647437	2.171963539
102551634	0.223864493	0.125470773	0.104927328
102551705	0.272872176	-0.453834594	-0.125620097
102551716	0.435644896	-0.476551135	-0.361041332
102551718	-0.982581712	-0.804616162	0.131310822
102551758	0.393863884	-1.170928329	0.137958241
102551809	0.958790731	1.566734711	1.281761776
102551819	-0.208939439	0.301618881	-1.86190104
102551820	0.380148962	-0.320424395	0.670560723
102551831	0.45005586	1.315483093	0.083678893
102551856	1.018548505	0.252971352	0.477281022
102551899	-0.315123024	0.813394068	-0.640411666
102551929	0.243947968	-0.751094444	0.49623278
102551963	0.459167098	0.368800737	0.767231123
102551966	0.307694848	1.331596916	-0.332970861
102551991	0.244130503	3.693348796	-0.103085177
102552020	0.385670386	0.147951448	-1.168079582
102552061	-0.471914562	1.861664842	0.285768027
102552128	0.962536027	0.256737869	-0.304116005
102552219	-1.53129111	-1.731529622	-0.861325845
102552284	0.700076985	0.549587256	1.070707974
102552294	1.158993552	-0.313207469	-0.609709591
102552326	2.417181955	1.754634181	3.065891997
102552343	0.215388672	1.387712734	2.08173526
102552344	-0.300075233	-0.743300592	-0.1976828
102552347	0.365730537	-0.367026483	0.25287771
102552369	0.486955751	0.870416875	0.199097049
102552398	0.517344019	0.237059107	-0.482764079
102552463	-2.091360118	0.068532717	0.291536152
