geneID	Compound_A_Low	Compound_A_Mid	Compound_A_High
29220	0.965443183	1.038084605	-0.0599558
292206	-0.747416793	-0.696132761	1.096461225
29221	-1.474991291	-1.188378585	-2.12917341
292228	2.382530412	2.683300302	3.339851541
29223	-3.512141027	-0.503256413	3.201942409
292244	-0.065671963	-0.494705781	-1.907902487
29225	0.85092936	0.38011267	-0.405603391
292263	-1.511435287	-0.163122655	-0.720359674
292264	-0.23546942	0.477830689	1.418791974
292267	-0.777749353	0.028306631	-1.305024233
292268	0.362392405	1.007362323	-0.047993429
29227	0.062985592	0.054705073	-1.770194342
29228	-1.200159575	-1.730491242	-1.808696159
29230	1.793002262	0.632626209	-0.355400131
292305	1.155167946	1.47187718	1.293513695
292306	1.119081547	0.812789521	4.069770874
29231	2.442491946	2.377412619	1.691789758
292328	1.121282878	2.12942309	1.210610524
29233	-2.250022757	-2.991772183	-2.128693927
29234	0.882989981	1.168862156	0.405287196
29235	0.333966483	0.392657248	0.662304181
29236	-0.097376066	-0.610619996	1.244542784
29237	1.055690064	0.324860593	1.070013467
29238	0.757732727	-0.297703919	0.292329027
292381	0.14067636	1.249744112	0.697223751
29240	-0.179276636	-1.716338143	-1.462909252
292401	0.448034523	-0.30674746	-1.227970723
292406	-1.134526688	-0.78478793	-1.276836136
29241	0.404415255	1.535469992	0.347724018
29242	-0.862094431	-0.182526819	-0.426005739
29243	1.156432616	-0.311435618	-0.461254508
29244	-1.284168895	-0.455998724	-1.323868697
29245	0.24827726	0.701424587	1.018498788
29246	1.858103629	1.254276856	0.575598851
292462	0.218111446	0.615320645	0.781274383
292464	0.223639448	0.378083975	-0.289775251
29248	-0.2854205	-1.021197926	0.66055331
292483	-0.168545483	0.269657934	0.159034053
292485	0.898176441	1.651329332	1.605195704
292486	-0.764685108	0.164587739	1.85273496
29251	-0.486790375	-0.089965697	1.425311051
29252	1.014750448	1.825033021	0.57943758
29253	-0.920044304	-0.781082272	-0.339732762
292535	1.604412353	-1.588554923	-1.746554376
29254	-0.600409978	1.153661075	-0.169061889
292554	-1.514570459	0.254128318	-2.167076568
29256	1.025947494	0.86283699	-0.08715737
292569	-0.718367084	-0.204821867	-0.076364156
292584	2.495950226	0.411194461	0.969171694
292588	-0.010485559	-0.641758406	-0.277300349
29259	-0.675753355	-0.297283939	-0.188410003
292594	1.478799829	0.465219126	1.828637872
292597	-0.168686663	0.944965208	-0.949139493
29260	2.099952936	2.377643474	3.764254435
29261	-0.877417724	-1.045449422	0.350101309
292622	-0.986182624	-2.824039203	-0.845000063
292624	1.114407887	-0.147708074	-0.039956936
292625	0.936069048	-0.037851435	0.238152083
29263	-0.106758113	0.71936114	-0.960462496
29264	1.670191334	-0.281898219	0.393407471
292640	1.488741447	1.471112642	1.010666612
29265	-0.554807714	-0.537377308	-1.340473003
292654	0.041451383	0.364319641	-0.262821059
292657	0.824813699	-0.073241478	-0.128223922
292658	1.869671212	1.35943555	1.378162676
29266	1.086082721	1.185375197	0.212134788
292666	0.391927285	0.182787119	-0.96101757
292668	0.635938776	0.559927409	1.12870829
292673	-0.518033554	-0.308356376	-1.484530676
29268	1.559033273	2.091091526	1.236455977
292680	-0.571797858	-0.976154974	-0.6986808
292681	-0.497757829	-1.964595288	-0.793090244
292683	-1.132644903	-1.89068016	-1.864435008
292684	-0.952721063	-0.370265748	-1.765585683
292686	0.125792367	-0.502591472	-0.072739568
292687	-1.506061429	0.392399988	-0.22252239
292690	0.716126762	-0.25535474	-0.573210408
292696	-0.703469083	-0.041367855	1.01710661
292697	1.052358667	2.018103089	-1.383973402
292699	1.004474069	0.720171308	-0.125135307
292708	0.242146072	0.34952681	-0.682618149
29271	0.031819665	-0.933616908	1.463889729
292710	0.491863463	1.762676569	0.069536228
29272	-1.165236247	-0.862096893	-2.374585966
292721	-0.071544146	-0.849906753	0.320258206
292724	-0.081499908	-1.315106166	-1.772308039
292728	-0.164704152	0.418189442	1.151504718
292729	-0.304989647	-2.068722449	-0.054598779
292732	-0.953451413	1.148708475	0.051113027
292734	-1.093831384	-2.596177864	-3.373639323
292735	-0.198013862	-0.427577188	-2.881919806
292737	1.098873033	1.489033102	2.79877083
292739	0.271764657	1.289734988	-0.658321789
29274	-0.0083487	0.759270279	0.476091211
292746	1.416435385	-0.784235721	0.046164096
292747	-0.033938491	-0.955223631	-0.145219369
292750	-0.813077662	0.495878866	-0.203424396
292751	-0.394144754	0.243513182	1.522331317
292755	1.378745435	1.279307721	0.499350579
292756	-0.388347183	-2.440080334	0.244250944
292757	0.382335264	0.852884646	2.338845693
292758	0.040156621	-0.343608154	0.648293749
292759	0.13653108	0.120585946	-0.259353011
29276	0.340037258	-0.536074733	0.05593149
292762	0.738778854	0.479551799	0.870449493
292763	1.353192907	0.040408662	1.422403804
292764	1.414145263	1.719480885	0.901544035
292765	0.005119372	1.891756267	-0.386945951
292766	1.040653518	0.717621798	1.035163818
29277	-0.55595193	0.110723414	-3.859296737
292770	-0.19691358	-0.718981397	-2.172546944
292771	1.326944928	0.874475217	0.417344312
292777	0.792568116	-0.229660513	-0.339734424
292778	0.722116737	0.059164932	1.450510461
29278	-1.377998762	-2.00197473	-1.250466564
292787	1.748144525	0.938680378	-1.015590518
292788	0.665786743	0.824508642	-1.326603545
29279	-1.06278855	-0.195522824	-0.047786462
292792	1.23044294	-0.431548855	-0.229770373
292793	0.964262184	0.544088176	-0.526110505
292794	1.041028256	1.033321499	0.753629662
292804	0.397134319	0.503525162	0.445437277
292808	-0.235114394	0.190549962	-1.050582533
292810	0.126674087	1.165448916	0.060349076
29282	0.285942788	-1.490867061	0.055944177
292820	-0.253103663	0.690790186	0.490554091
292831	0.072896822	0.394667448	0.962540646
292843	0.757756312	1.280623087	0.392429949
292844	-0.433819018	0.583068493	1.835053069
292845	-0.341769972	-0.484238599	-1.410015921
29285	0.289461445	-0.135442076	0.388920101
292850	-0.807693027	1.162263808	-1.285029395
292866	0.388440321	-1.23647895	-1.371899988
292868	0.411775996	1.51349412	0.95106554
292872	-0.71353196	-1.398553259	-1.095247024
292874	0.02838134	-0.86559368	-0.30637172
292875	0.208102687	0.269347118	-1.634559424
292876	1.214166748	-0.609954629	1.954873756
292878	0.785354533	-0.646448773	1.246037632
292879	-0.228393467	0.062360249	-0.02568852
29288	0.198586652	-0.782579354	0.551500419
292886	0.793194368	-0.029483967	-0.201186498
292887	0.766585106	-0.351898566	-0.159545352
292888	1.724057072	-0.129757945	1.54781913
292889	-0.333993286	-0.725966909	0.183731848
292890	0.17597068	-1.364634589	0.455680826
292892	-0.861152322	-1.486386219	-3.346096527
292894	2.226301772	0.316409201	0.115806492
292898	2.094427628	-0.017472637	0.007919257
29290	0.25639946	-0.204934643	0.207171434
292905	0.514241493	0.586309608	-1.119575431
292907	0.117927976	0.039125096	-0.183113969
292912	-1.695925405	-1.471195939	-1.020812956
292915	-0.094858779	0.456550174	-0.959368857
292925	-1.308342407	0.542792181	0.090945581
292935	-0.148116883	-1.811204198	-1.709937194
292944	-0.35122604	-0.043838508	-0.571221377
292949	-1.626648818	0.019347544	-1.976763747
29295	-0.44587177	0.316649717	-1.281395067
29298	0.785089388	0.054909765	1.490649554
292994	-0.110896048	0.987268004	0.850654477
292995	0.327573274	0.077032315	-0.125795683
292999	0.607041145	1.332325728	3.042847919
29300	-0.390240912	-0.439392051	-0.619625687
29301	-0.519314856	-1.540775242	-3.128317872
293012	0.039299108	-0.017319685	0.236674553
293016	-0.913355441	-1.259495613	0.397583812
293017	-0.35160385	-1.157013433	0.281429068
293019	0.506814307	1.418712368	-0.405315529
29302	0.168565488	-1.103366149	1.467982922
293023	-1.311309813	-1.37918629	-1.804583258
293024	0.390284999	0.237221097	1.027109949
293038	-0.633244426	-1.294153722	-0.966597381
293042	-0.239037025	0.232493201	-0.518152557
293044	0.717914391	0.914435022	1.410579307
293047	1.090552829	1.22375005	2.190815743
293048	0.360461774	0.431881437	-0.211083847
293049	-1.338906328	1.088136318	4.426731002
293050	-0.007958743	0.157011662	0.724384443
293052	0.692351616	0.414228861	2.099565226
293054	-0.10463947	0.311648024	-0.557155323
293056	2.09026399	2.103067854	2.506723768
293057	0.355877319	-0.083720125	0.715615826
293058	0.270804461	0.539623469	-0.182644549
293060	-0.738269403	0.085499076	-1.926086251
293067	-0.022022401	1.300183907	1.588792957
29307	-0.079395609	-0.507414137	0.247343155
29308	0.534177217	-0.992940889	-3.904096574
29309	0.763029491	1.437961234	1.951726331
293098	-0.500629778	-0.08259568	-0.17608789
293103	-0.039043764	0.922617232	0.576365984
293104	1.557513116	-0.111866358	-0.447064568
29311	0.515991779	1.891642547	0.520966035
293112	0.618336211	1.000305316	-1.350291643
293113	0.770837537	2.093405279	1.524544161
293114	0.798751965	2.097688963	1.57400199
293117	0.481305817	0.241955923	0.695867155
293118	-0.770956886	-0.460153875	0.516068424
293128	-0.561827675	-0.380637614	-0.786157576
293129	-0.171121161	-1.117241913	-0.045502079
29313	-0.297861966	-0.473393971	-2.327337983
293130	0.028889279	-0.204537923	-0.45457388
293135	-0.240091413	0.174194778	0.00802047
293142	-0.446017118	-0.187745415	-0.799531094
293144	-1.716152297	0.471842265	1.425900101
293148	-0.049035096	-0.539802509	-1.12781238
293149	0.826651247	0.396877972	-0.92031971
293150	0.690336017	-0.758217856	-1.699061066
293152	0.885230364	2.085713332	1.473513272
293154	1.337459557	0.002501948	2.061497545
293155	-0.522197053	-1.24531177	0.863370247
293156	0.175430714	-0.019335154	1.125148425
29316	-0.151664574	-2.830353965	-2.330397043
293160	0.341348887	0.318802227	-1.598144874
293165	-2.834325373	-0.871271262	-0.820299643
29317	1.663032305	-0.52104556	-0.164255824
293173	0.426251186	0.6713226	0.919398587
29318	0.578776588	-0.175604632	0.296471338
293180	-0.865848862	-1.042552313	-0.91911806
293181	-0.146032887	0.965474614	0.605138072
293184	-1.122566982	-0.33682297	0.538085267
293186	0.290932989	-0.285267815	3.055124266
29319	-0.724967344	1.083270379	0.088856857
29322	0.728583425	1.438287384	1.461836114
29323	-1.096823693	1.007885149	-0.434310471
29324	1.558341506	1.665983271	-0.591748731
29326	-0.497432573	0.180805752	3.287072675
293267	-0.086157897	0.396029576	-2.295907263
29328	0.488998807	0.796747011	-0.570772695
293294	-1.003286895	0.207480583	-1.524098597
29331	0.091722222	-0.049945866	0.330986038
29332	-0.70369187	-1.172733855	-0.544342936
29333	-1.520306095	-0.969675286	-1.529836428
293343	0.69680516	-0.947362928	-1.939691614
293344	-0.353029554	-0.154880951	-1.36391063
293345	-0.181250105	0.521044945	1.230305723
29335	-1.823562225	0.74400255	-0.155218307
29336	-0.070087219	-2.427943984	-0.925226034
29337	2.129573584	0.878000654	0.738003941
29338	0.122561542	0.491708853	3.034535373
29339	2.755010116	1.820136252	1.827671905
29340	-0.424676478	-1.316004193	-0.636502989
293408	-0.564195245	0.459549621	0.391240087
293410	-3.780580463	-2.951598316	-1.22401542
293415	-0.930777661	-0.78474997	3.012981812
293418	0.705519358	-0.659356989	0.954084351
293427	0.826639514	1.204416269	-0.304011871
29344	-0.529644591	-0.218732462	-1.060097868
293448	0.04672885	0.942593332	0.380468534
293449	0.424447544	0.009656427	-1.548687903
29345	-0.31017429	-2.922950134	-1.005304938
293451	0.761899951	0.348572325	-0.80893996
293452	1.188289309	0.292089855	1.209806586
293453	0.845721242	1.286970753	1.432403362
293454	0.036489857	-0.085330492	0.541383179
293455	0.368085568	-0.45426108	-0.794690382
293456	0.307051435	-0.419976888	0.396621033
293476	-1.483488623	-0.377386503	-0.335637626
29348	-2.146213254	-0.960650956	-1.054111308
293481	0.20552934	-0.351503895	-0.445833652
293484	-0.379046232	-1.94435486	-1.445655617
293485	-0.765379411	0.406033791	-0.221278386
293488	2.69837696	3.865103203	2.269141134
293489	0.408229435	1.756863874	0.658037788
29349	1.394607579	0.168926109	-0.744256067
293490	-1.232255465	-0.781162265	-0.882526813
293491	-0.858665683	-0.16138595	-0.762322409
293493	-1.563486556	-1.448324325	-2.088341894
293494	1.027088678	-1.317783926	-1.334553776
293497	-0.115752955	1.194745682	0.889475202
293498	1.100286518	0.834797149	0.74286249
293500	1.481734668	0.513054611	1.358634178
293502	-1.049339099	-2.250625125	-0.721261632
293504	0.523903824	-0.558465163	-2.771948875
293505	-0.765584187	-1.781982061	-1.627827487
293507	0.131981054	-0.708449663	-1.134569926
293508	-0.878697474	-0.758459165	1.092697684
293514	-0.19901569	-1.943233622	-1.450171448
293522	-1.457177587	-0.689208923	-3.252781554
293524	0.576737527	0.276167697	-0.809959378
293526	0.22119267	1.084306958	-1.47441953
293528	1.166872403	0.506975196	1.890887031
29353	-0.59895639	0.188813798	-1.67454876
29354	1.147836344	0.928365727	1.613038932
293546	-1.034069119	-2.287123684	-1.479301699
29355	0.557484034	1.424876577	2.29661287
293551	-1.233982891	-0.575544565	-3.335464419
293561	-0.149604495	-1.28310982	-0.347747336
293566	-1.28480808	-0.885382577	-1.278616019
29357	2.053254376	0.911336505	2.092885094
293570	-0.322110638	0.895112513	1.897698705
29358	0.517480916	1.566731905	0.068835131
293586	0.415377426	0.206957931	-0.004178384
293589	0.136158113	0.357448284	3.115987516
29359	-1.008796096	0.118476741	-0.053574251
29360	-1.452435761	0.169187285	2.147363141
29361	0.211138089	-0.107223638	-1.798712147
293613	-0.087384739	-0.561881071	-1.917340986
293614	-1.733081753	-2.2975271	0.298578564
293615	1.539632664	2.332631517	1.418280853
293618	1.536276396	1.490794877	5.213712772
293619	0.488737935	0.119922687	-0.066688838
29362	0.199069725	-0.01876604	1.677029156
293620	0.470955194	-0.079554829	1.181494329
293621	0.110514787	-0.581112764	-1.701507334
293623	1.004655287	-3.34623127	-5.045867545
293624	1.550510616	1.894194882	4.359851792
29363	0.068368803	0.560238519	0.81069234
293632	-0.140882443	0.11532894	0.590317097
293634	-0.100743617	1.409208782	-1.443449234
293637	0.875635266	-1.270578821	-2.188782086
293638	-0.165012303	0.568268264	0.342843243
29364	0.206924428	-0.038416871	2.007313798
293645	0.883624878	-1.540951214	-0.959888026
293649	-1.04923272	-0.59163999	-0.484386513
29365	-0.404914943	-0.999410715	-0.975501844
293650	-1.04264578	-1.016423946	-0.438177516
293652	-0.654756412	0.899999841	0.014032271
293653	-0.060196429	0.305359913	1.971655233
293654	0.596777108	1.262668176	-1.032307065
293655	0.647323391	0.201477847	-0.949439164
293656	-0.750912431	-1.724738172	-2.068017141
29366	0.411468826	1.211155167	-2.951178649
293660	-0.218264139	0.252981523	1.517117278
293663	3.227665827	1.861464444	0.186724054
293666	0.35541991	-0.215051294	0.781848321
293669	-0.595356777	1.07960838	0.877906475
29367	0.095186574	-1.919459047	-4.311138883
293671	-0.12384558	-0.965837688	-0.734977472
293673	-0.361085416	0.510241363	1.866988931
293674	0.521263391	-1.000234807	-0.802750786
293676	1.225186427	0.621612768	0.900432923
293677	-0.046859549	-0.786420417	3.153277808
293678	-0.141643973	1.008640403	-3.168923712
29368	0.894505984	-0.011829523	-0.018173748
293684	-0.26579955	-1.446490908	-1.203309071
293688	1.666799344	2.920644986	3.91614038
29369	0.276477275	0.307979141	0.433106001
293690	-0.805504814	0.786637662	-0.91855555
293691	0.263766706	-0.459019405	-1.952408671
293692	-0.131216818	-2.486048613	-0.751939646
293694	0.553416699	-0.8837422	0.624541089
293700	0.717611249	0.761442966	1.120999158
293701	0.588332312	-0.727744014	-0.176307686
293702	-0.721455104	-0.345261501	-1.822268284
293703	1.152300691	-0.17267438	-0.104646626
293704	-0.62987954	-0.788598676	-0.831734388
293705	-0.735356042	-2.3539479	-1.068869222
293710	-0.353556444	1.501937389	-0.125239538
293711	-0.187665139	1.704353343	-0.974578961
293719	0.593621762	0.106238215	0.066397574
29372	-0.743260362	-0.572032761	1.826499839
293721	-1.401283597	-2.928507478	-2.970017665
293722	-1.507721393	0.325509566	0.394504797
293725	-0.228633325	-1.758686673	-0.419349437
29373	1.253206272	0.613561288	0.190299503
293731	-0.038352273	1.446088322	0.313703857
293733	0.218062578	-0.849252151	-0.140878586
293736	1.133650592	-1.018470636	-2.736477686
293738	0.545953998	0.808135659	-0.458204838
293739	-0.200249713	-0.93156012	1.192012483
29374	-0.248182543	-1.997378437	-1.746174043
293744	-0.443725386	-1.404509859	-0.006231673
29375	-0.687591711	-1.609748938	-2.858484961
293754	0.049359826	1.773836662	1.44692016
29376	0.196628826	0.540444657	1.7523373
293774	0.727491205	2.216699607	-0.924364743
293779	0.710140691	-0.18962367	1.304584876
293783	0.264978038	1.88096841	3.584964915
29380	-1.301340244	-2.410946031	-1.651356479
29382	1.240865352	0.242131249	0.610159286
293820	-1.638213993	-0.140169994	0.178617708
293823	1.520709739	2.16826603	5.309367453
293828	0.06888264	0.135901415	-0.96991433
293829	0.788870666	1.418833321	-0.549735744
29383	0.963831882	0.833995992	0.288227729
29384	-0.725069781	0.326347343	-1.666154576
293841	-0.153261897	0.111929355	0.181670277
293844	-0.277339632	-0.996039169	-0.353103621
293847	-0.811238859	1.024864036	-0.644387021
293849	-0.996931358	-2.052984407	-0.286639438
29385	0.482792346	0.991383494	1.128181018
293852	-0.951468289	-0.000262953	-1.781867419
293854	-0.224242278	1.099218338	-0.44584994
293856	0.650088685	0.040570431	0.30993905
29386	0.058081183	-0.227773303	-0.975136327
293860	0.95712287	-0.399460867	1.324308465
293863	0.651023639	0.697377815	1.58032402
293864	-0.074516935	-0.398109407	-2.136826346
29387	-0.826576505	0.307318693	-0.763615896
29388	2.340503585	1.111047918	1.503720027
293886	-0.766092184	-0.318122128	-1.198564338
293888	0.712832204	0.848297257	0.5407463
29389	0.260107548	0.492472286	-1.422338675
293890	-0.84756923	-0.099701464	-1.732480893
29391	1.576409508	-0.173606945	0.63046629
29392	0.503574941	0.6984746	-0.212570513
293922	1.340092849	1.115325102	0.98093186
29393	0.477892847	-1.201162355	-1.626704263
293938	-2.321967664	1.135573361	1.766295211
293939	-0.257490454	0.378099962	1.38318564
29394	-1.018058348	0.241895757	-0.7134735
293947	0.203447202	2.352414428	1.21245588
293949	0.406616432	1.587989194	1.621050232
293950	0.502632194	4.963725177	3.55594889
293953	-0.463001778	-0.077916437	-0.866126332
293960	1.420697531	1.022632429	1.677054387
293967	1.773667964	0.952149759	0.218944718
29397	-1.717393729	-0.05484041	0.025992833
29398	-1.404517534	-0.343984144	2.380622654
293989	0.270852141	0.267855213	1.513762602
293990	-0.536679073	1.252992149	0.621137446
293991	1.157815723	-1.53092492	1.183194017
293992	-1.177183928	-0.554256501	0.168351833
293997	-0.193578143	-1.473951728	-1.210231412
294004	-0.130557814	0.244355035	0.122047017
294007	0.439742054	-0.540203076	-0.524457679
294009	0.170841688	0.568201654	-0.137933293
294010	0.433348709	-0.534812874	0.101925027
294012	-0.614788855	0.315608808	1.418959837
294014	0.668434904	0.313179216	-0.590337109
294018	-0.799870259	0.893947872	1.65361247
294019	-0.312386623	0.097484043	0.238295795
29402	1.409785315	2.102581751	3.708628282
294025	0.17495272	0.958570396	3.025767581
294027	-0.009030137	-0.130389719	1.234114025
29403	0.723598051	0.318576126	-0.710435248
294030	-0.96731784	-0.638690822	0.661950146
294043	0.049620706	0.936985604	0.79844192
294048	-0.737971188	0.511689189	2.351183798
294065	1.497967653	2.03224362	1.953363502
294079	0.792132899	0.196786641	1.753997585
294088	0.108858393	0.830985184	1.95647752
29409	0.206696067	-0.888693406	-1.541617039
294091	0.20791838	0.792938889	2.121852739
29410	0.920910044	-0.026575891	1.012825056
294103	0.135176972	-0.058566439	-2.024309421
29411	2.620717605	1.341938988	2.011282602
294119	-0.510042852	-0.128913654	-0.019483572
29412	0.514051033	3.222538914	3.090283548
29413	0.187137716	1.220472603	-0.462585182
29414	0.740729025	1.545793985	-0.288854705
294141	0.287247868	1.003324425	0.952593741
29415	0.454010999	-1.530167657	-0.985414297
294154	-1.164558043	-1.797488275	-0.938988341
294158	-1.058824209	-0.228512906	-0.211855465
29416	0.536245126	1.088995808	-1.727826296
29417	-0.250384841	-0.512154785	-0.460868396
29419	0.179452414	-0.305700382	-0.351391156
294207	0.41938288	-1.430620164	-0.750921132
29421	-0.249924326	1.18581415	0.921100888
29422	-1.17848251	-0.864296242	-1.187222702
294228	0.718170541	3.561889946	2.911794219
29423	-0.686301011	-0.142289871	-0.372574475
294230	-0.069008877	-0.74787444	0.370753738
294231	-0.427644277	-0.860603458	2.166673933
294232	1.136321532	2.221449534	0.892216351
294235	0.964985945	0.99694731	0.716767074
294236	0.877355903	-0.06168895	0.722690357
294239	1.7504377	-0.069151629	1.633390136
29424	-1.061556646	-1.968457394	-1.456986818
294241	0.11274881	1.551450407	0.187759284
29425	-0.303223605	-0.265249372	-0.894646568
294250	-1.485744205	-3.121377923	-2.150003192
294251	-0.461836036	-0.938296323	-0.078981242
294252	-1.607386314	0.210660238	-0.738552828
294255	2.746365329	-1.566710741	0.186719111
294258	-1.161396892	-1.445564907	-0.785134331
294260	-0.773134726	-2.165543235	-2.398817886
294269	1.713530949	-0.661059575	0.12977974
29427	1.645143397	2.06623244	5.418758317
294270	1.773421327	0.568111144	0.851892039
294276	-0.059675444	-0.818831534	-0.343638779
294279	-0.081434179	1.127082914	-0.461078456
29428	-0.295489434	-0.572552487	-0.26914385
294281	-1.895546405	-1.554857664	-0.005380581
294283	-1.950189032	-0.916625573	-0.881453985
294286	-1.223880626	-1.238546786	-0.769243448
294287	0.938940703	1.310846857	-0.145608417
294288	0.463964321	-0.223893802	0.053559019
294289	-0.399604032	1.093931504	-0.995782118
294291	0.099441822	0.658929742	0.870495357
294292	-0.292298595	-2.318284918	-0.226556825
294299	-1.025403681	-1.453744184	-1.243054165
29430	0.043482863	1.690579595	-0.509483618
294307	2.186539337	0.037114342	1.098497555
29431	0.179735672	1.768689932	3.495855278
294311	-0.153601877	-1.041748662	0.052953903
294312	0.812415618	-0.036128015	-0.03372751
294313	-1.144295587	-1.33507523	0.05050623
294318	-0.22216291	0.934977086	-0.055958681
29432	-0.35535397	0.340726046	-0.649787487
294320	-0.26362434	-0.33315365	-1.574137064
294321	-0.225003592	0.998074536	0.426411245
294322	2.100247403	0.910008958	1.738396826
294324	-1.511075829	-1.135548196	-0.751740849
294326	0.708056365	0.637061898	0.205466948
29433	0.625578038	1.165859609	-0.542603587
294331	-0.194744903	-0.284652789	-0.024277224
294333	0.044049326	-1.184067757	-1.873254424
294335	1.067910175	-0.802275888	1.379194626
294336	-0.455526187	0.466400845	0.606671241
294337	-0.493963861	-1.889022424	-3.278271518
294339	-0.017132545	0.323956304	0.86873086
29434	-0.047687075	1.047332433	0.224316303
29435	0.707312667	0.592606526	2.574128105
29436	-0.226778509	-0.383614841	2.624063187
294362	1.3254765	1.186777178	0.752798944
29437	-1.004503079	-0.933422842	-1.35472469
294375	-0.931784629	0.425428245	-0.820078215
294385	-0.587785812	-0.266304623	0.48655755
29439	0.524255275	0.343808593	-0.445208728
294390	0.406600527	2.03818717	1.457438515
29440	-0.111303417	-0.626798191	-1.530808226
294400	0.143360615	-0.862655285	-1.597256524
294408	0.059102852	0.224547474	-1.012852708
29441	-1.799292468	0.22173433	0.234845094
294410	0.209304072	-0.23058192	0.453685472
294421	-0.857020723	-0.389226751	-1.19346785
294422	-0.472281303	2.158417546	1.726869499
294429	-0.984668821	-1.652105758	-0.870393801
29443	0.195863755	0.721145656	-0.917617375
294430	0.971091581	1.916297945	1.044687365
294436	0.09750908	-0.702058718	-1.810948516
294449	-0.77690654	0.698847466	-1.647799295
29445	0.171715971	-0.119890186	-0.335661041
294456	-0.403566002	-0.039591863	0.343973588
29446	1.103056141	0.841221935	1.15756071
29447	1.432318663	1.945991756	1.750904112
29448	-0.197509979	0.477798729	-0.461095617
294499	0.208675481	0.65231884	2.50179523
294504	0.024246236	-0.036164944	-1.07722112
294508	-0.199462853	1.333814452	1.843399426
294512	0.937372729	0.624333212	-0.747917312
294513	0.739294924	-0.804553995	-0.258235638
294515	-0.815447169	-0.472566532	-0.456544025
294518	0.482582177	0.700825967	1.261435706
294519	-0.617877641	-0.765675632	0.018006995
29452	-2.063270502	-2.310939061	-0.220600661
294520	-2.005843073	-1.657375446	-2.30345284
29454	-1.045951602	-1.731539615	-2.445780523
29455	-0.807148815	-1.244852858	0.973504148
294557	0.224335827	1.812192494	0.85657817
29456	0.128704905	-0.327025592	0.418894356
294560	0.420773577	-0.746787847	0.287820623
294565	4.378143082	1.058535836	0.070879785
294568	-0.982381472	-0.190624427	-0.595854734
29457	0.315294264	-0.164041462	0.373332528
29458	0.679878965	1.049885886	0.939024781
29459	1.013253394	1.102134302	-1.154378554
294594	-0.376728046	0.606970137	-0.321559199
294595	1.140630076	-0.752687207	-1.199997275
29460	0.471430501	-0.168890779	-0.718044642
294606	-1.793557648	0.492394136	0.271492126
29461	0.69477073	1.318061398	0.029187709
29462	-0.079092518	-0.93995602	-1.513454174
29464	-0.740097389	-1.341281161	-0.619405172
294640	-0.161638903	0.080876129	1.246078892
294643	0.865941713	1.417727161	1.418949299
29465	0.992966482	-0.661049354	-0.011747512
29466	0.686039297	-0.773439342	0.775219255
294667	0.504714341	1.144916391	1.589820926
29467	-1.106155806	-1.231483448	-3.115596242
294672	0.147116496	0.819772377	1.303033189
294673	0.555469152	0.165550412	-0.41667991
294674	-0.149553378	0.505442876	2.829805727
29468	-0.385888728	-0.610591667	0.899280896
29469	-0.128791448	0.329360581	4.27205368
294693	1.426522722	0.700880604	-0.925471885
294696	1.538224759	1.880760009	-0.583270306
294698	-1.218552902	-0.960757583	-1.336615815
29470	0.682077867	1.567993217	0.682306764
294706	-0.079322209	0.200947846	1.934875039
294708	-0.067734533	1.562550192	-0.530532447
294709	-0.858514723	0.303216048	-0.186200608
29471	-1.238544835	-0.257675537	-0.111596036
294711	0.811080209	-0.149763065	-1.001011005
294712	-0.526340157	-0.433040532	0.354456197
294715	0.344099368	1.189672476	-0.024372672
294718	0.580471878	1.044300142	-0.259425919
29473	-1.299203484	-2.024060014	-2.034929822
294734	0.012780598	0.512116656	-0.81383105
29474	-0.404758785	-0.913234085	1.799585239
294744	0.304193977	-0.805639349	-0.205588317
29475	1.928554572	2.467731794	2.786899706
294753	0.372104239	-0.284181921	-1.292505087
294754	0.94040522	1.813392264	2.801321938
29476	0.069664847	-1.451032811	-1.208508442
294762	0.701325706	1.017546537	2.516971906
294767	-0.866489656	-0.046624001	-1.516344519
29477	0.229924438	0.117307065	-0.656664371
294774	0.694092004	1.612585338	1.320258778
294783	-0.508066541	-0.507296164	-1.112939852
294787	-0.641717158	-0.252276722	-1.115390425
29479	1.193246182	0.603394388	0.350344547
294790	-1.183444915	-0.990399026	-0.012872914
294797	-0.170884439	0.990470522	4.497730134
294799	0.541801203	0.627875548	-0.285574851
29480	-0.345260708	0.677693443	0.371759577
294800	-0.168249726	1.01093905	0.944591231
294804	-1.127902861	-1.539754725	-2.84121482
294806	-3.556117225	-2.682282707	-3.141582187
294809	-1.646896091	-0.97302886	-0.375116295
29481	-0.023532879	1.580827707	0.184942678
294810	-0.035567142	-2.191714909	-2.705491152
29482	0.119274959	-0.25014937	-0.944421716
29483	0.203914041	1.074039769	3.325283239
29484	1.19524717	0.053326164	-2.151283192
294846	0.944312476	1.271968656	-0.97903514
29485	0.104678527	1.959528707	0.623131678
294853	0.224584699	-1.106322282	0.653910721
29486	0.293930665	-0.209091211	-0.565436534
294862	0.7329327	0.444098254	0.707600182
294864	0.807303592	-0.428106829	-0.839230204
29487	0.199142625	0.821928088	1.192214925
294883	-0.589428984	-0.938080698	-0.046607677
29489	-1.11821379	-2.562708742	-1.156943291
294900	-0.619513877	-0.316360658	0.796658077
29491	-0.552346117	-0.000314606	-1.017848079
294912	-0.197776162	-1.026729069	-2.579957037
294917	-0.931862338	-1.608638405	-0.623916377
